buyingPrice,maintenancePrice,doors,seats,luggageBoot,safety,acceptability
vhigh,vhigh,5more,4,med,low,no
vhigh,vhigh,5more,4,med,med,no
vhigh,vhigh,5more,4,med,high,no
vhigh,vhigh,5more,4,big,low,no
vhigh,vhigh,5more,4,big,med,no
vhigh,vhigh,5more,4,big,high,no
vhigh,vhigh,5more,more,small,low,no
vhigh,vhigh,5more,more,small,med,no
vhigh,vhigh,5more,more,small,high,no
vhigh,vhigh,5more,more,med,low,no
vhigh,vhigh,5more,more,med,med,no
vhigh,vhigh,5more,more,med,high,no
vhigh,vhigh,5more,more,big,low,no
vhigh,vhigh,5more,more,big,med,no
vhigh,vhigh,5more,more,big,high,no
vhigh,high,2,2,small,low,no
vhigh,high,2,2,small,med,no
vhigh,high,2,2,small,high,no
vhigh,high,2,2,med,low,no
vhigh,high,2,2,med,med,no
vhigh,high,2,2,med,high,no
vhigh,high,2,2,big,low,no
vhigh,high,2,2,big,med,no
vhigh,high,2,2,big,high,no
vhigh,high,2,4,small,low,no
vhigh,high,2,4,small,med,no
vhigh,high,2,4,small,high,no
vhigh,high,2,4,med,low,no
vhigh,high,2,4,med,med,no
vhigh,high,2,4,med,high,no
vhigh,high,2,4,big,low,no
vhigh,high,2,4,big,med,no
vhigh,high,2,4,big,high,no
vhigh,high,2,more,small,low,no
vhigh,high,2,more,small,med,no
vhigh,high,2,more,small,high,no
vhigh,high,2,more,med,low,no
vhigh,high,2,more,med,med,no
vhigh,high,2,more,med,high,no
vhigh,high,2,more,big,low,no
vhigh,high,2,more,big,med,no
vhigh,high,2,more,big,high,no
vhigh,high,3,2,small,low,no
vhigh,high,3,2,small,med,no
vhigh,high,3,2,small,high,no
vhigh,high,3,2,med,low,no
vhigh,high,3,2,med,med,no
vhigh,high,3,2,med,high,no
vhigh,high,3,2,big,low,no
vhigh,high,3,2,big,med,no
vhigh,high,3,2,big,high,no
vhigh,high,3,4,small,low,no
vhigh,high,3,4,small,med,no
vhigh,high,3,4,small,high,no
vhigh,high,3,4,med,low,no
vhigh,high,3,4,med,med,no
vhigh,high,3,4,med,high,no
vhigh,high,3,4,big,low,no
vhigh,high,3,4,big,med,no
vhigh,high,3,4,big,high,no
vhigh,high,3,more,small,low,no
vhigh,high,3,more,small,med,no
vhigh,high,3,more,small,high,no
vhigh,high,3,more,med,low,no
vhigh,high,3,more,med,med,no
vhigh,high,3,more,med,high,no
vhigh,high,3,more,big,low,no
vhigh,high,3,more,big,med,no
vhigh,high,3,more,big,high,no
vhigh,high,4,2,small,low,no
vhigh,high,4,2,small,med,no
vhigh,high,4,2,small,high,no
vhigh,high,4,2,med,low,no
vhigh,high,4,2,med,med,no
vhigh,high,4,2,med,high,no
vhigh,high,4,2,big,low,no
vhigh,high,4,2,big,med,no
vhigh,high,4,2,big,high,no
vhigh,high,4,4,small,low,no
vhigh,high,4,4,small,med,no
vhigh,high,4,4,small,high,no
vhigh,high,4,4,med,low,no
vhigh,high,4,4,med,med,no
vhigh,high,4,4,med,high,no
vhigh,high,4,4,big,low,no
vhigh,high,4,4,big,med,no
vhigh,high,4,4,big,high,no
vhigh,high,4,more,small,low,no
vhigh,high,4,more,small,med,no
vhigh,high,4,more,small,high,no
vhigh,high,4,more,med,low,no
vhigh,high,4,more,med,med,no
vhigh,high,4,more,med,high,no
vhigh,high,4,more,big,low,no
vhigh,high,4,more,big,med,no
vhigh,high,4,more,big,high,no
vhigh,high,5more,2,small,low,no
vhigh,high,5more,2,small,med,no
vhigh,high,5more,2,small,high,no
vhigh,high,5more,2,med,low,no
vhigh,high,5more,2,med,med,no
vhigh,high,5more,2,med,high,no
vhigh,high,5more,2,big,low,no
vhigh,high,5more,2,big,med,no
vhigh,high,5more,2,big,high,no
vhigh,high,5more,4,small,low,no
vhigh,high,5more,4,small,med,no
vhigh,high,5more,4,small,high,no
vhigh,high,5more,4,med,low,no
vhigh,high,5more,4,med,med,no
vhigh,high,5more,4,med,high,no
vhigh,high,5more,4,big,low,no
vhigh,high,5more,4,big,med,no
vhigh,high,5more,4,big,high,no
vhigh,high,5more,more,small,low,no
vhigh,high,5more,more,small,med,no
vhigh,high,5more,more,small,high,no
vhigh,high,5more,more,med,low,no
vhigh,high,5more,more,med,med,no
vhigh,high,5more,more,med,high,no
vhigh,high,5more,more,big,low,no
vhigh,high,5more,more,big,med,no
vhigh,high,5more,more,big,high,no
vhigh,med,2,2,small,low,no
vhigh,med,2,2,small,med,no
vhigh,med,2,2,small,high,no
vhigh,med,2,2,med,low,no
vhigh,med,2,2,med,med,no
vhigh,med,2,2,med,high,no
vhigh,med,2,2,big,low,no
vhigh,med,2,2,big,med,no
vhigh,med,2,2,big,high,no
vhigh,med,2,4,small,low,no
vhigh,med,2,4,small,med,no
vhigh,med,2,4,small,high,no
vhigh,med,2,4,med,low,no
vhigh,med,2,4,med,med,no
vhigh,med,2,4,med,high,no
vhigh,med,2,4,big,low,no
vhigh,med,2,4,big,med,no
vhigh,med,2,4,big,high,no
vhigh,med,2,more,small,low,no
vhigh,med,2,more,small,med,no
vhigh,med,2,more,small,high,no
vhigh,med,2,more,med,low,no
vhigh,med,2,more,med,med,no
vhigh,med,2,more,med,high,no
vhigh,med,2,more,big,low,no
vhigh,med,2,more,big,med,no
vhigh,med,2,more,big,high,no
vhigh,med,3,2,small,low,no
vhigh,med,3,2,small,med,no
vhigh,med,3,2,small,high,no
vhigh,med,3,2,med,low,no
vhigh,med,3,2,med,med,no
vhigh,med,3,2,med,high,no
vhigh,med,3,2,big,low,no
vhigh,med,3,2,big,med,no
vhigh,med,3,2,big,high,no
vhigh,med,3,4,small,low,no
vhigh,med,3,4,small,med,no
vhigh,med,3,4,small,high,no
vhigh,med,3,4,med,low,no
vhigh,med,3,4,med,med,no
vhigh,med,3,4,med,high,no
vhigh,med,3,4,big,low,no
vhigh,med,3,4,big,med,no
vhigh,med,3,4,big,high,no
vhigh,med,3,more,small,low,no
vhigh,med,3,more,small,med,no
vhigh,med,3,more,small,high,no
vhigh,med,3,more,med,low,no
vhigh,med,3,more,med,med,no
vhigh,med,3,more,med,high,no
vhigh,med,3,more,big,low,no
vhigh,med,3,more,big,med,no
vhigh,med,3,more,big,high,no
vhigh,med,4,2,small,low,no
vhigh,med,4,2,small,med,no
vhigh,med,4,2,small,high,no
vhigh,med,4,2,med,low,no
vhigh,med,4,2,med,med,no
vhigh,med,4,2,med,high,no
vhigh,med,4,2,big,low,no
vhigh,med,4,2,big,med,no
vhigh,med,4,2,big,high,no
vhigh,med,4,4,small,low,no
vhigh,med,4,4,small,med,no
vhigh,med,4,4,small,high,no
vhigh,med,4,4,med,low,no
vhigh,med,4,4,med,med,no
vhigh,med,4,4,med,high,no
vhigh,med,4,4,big,low,no
vhigh,med,4,4,big,med,no
vhigh,med,4,4,big,high,no
vhigh,med,4,more,small,low,no
vhigh,med,4,more,small,med,no
vhigh,med,4,more,small,high,no
vhigh,med,4,more,med,low,no
vhigh,med,4,more,med,med,no
vhigh,med,4,more,med,high,no
vhigh,med,4,more,big,low,no
vhigh,med,4,more,big,med,no
vhigh,med,4,more,big,high,no
vhigh,med,5more,2,small,low,no
vhigh,med,5more,2,small,med,no
vhigh,med,5more,2,small,high,no
vhigh,med,5more,2,med,low,no
vhigh,med,5more,2,med,med,no
vhigh,med,5more,2,med,high,no
vhigh,med,5more,2,big,low,no
vhigh,med,5more,2,big,med,no
vhigh,med,5more,2,big,high,no
vhigh,med,5more,4,small,low,no
vhigh,med,5more,4,small,med,no
vhigh,med,5more,4,small,high,no
vhigh,med,5more,4,med,low,no
vhigh,med,5more,4,med,med,no
vhigh,med,5more,4,med,high,no
vhigh,med,5more,4,big,low,no
vhigh,med,5more,4,big,med,no
vhigh,med,5more,4,big,high,no
vhigh,med,5more,more,small,low,no
vhigh,med,5more,more,small,med,no
vhigh,med,5more,more,small,high,no
vhigh,med,5more,more,med,low,no
vhigh,med,5more,more,med,med,no
vhigh,med,5more,more,med,high,no
vhigh,med,5more,more,big,low,no
vhigh,med,5more,more,big,med,no
vhigh,med,5more,more,big,high,no
vhigh,low,2,2,small,low,no
vhigh,low,2,2,small,med,no
vhigh,low,2,2,small,high,no
vhigh,low,2,2,med,low,no
vhigh,low,2,2,med,med,no
vhigh,low,2,2,med,high,no
vhigh,low,2,2,big,low,no
vhigh,low,2,2,big,med,no
vhigh,low,2,2,big,high,no
vhigh,low,2,4,small,low,no
vhigh,low,2,4,small,med,no
vhigh,low,2,4,small,high,no
vhigh,low,2,4,med,low,no
vhigh,low,2,4,med,med,no
vhigh,low,2,4,med,high,no
vhigh,low,2,4,big,low,no
vhigh,low,2,4,big,med,no
vhigh,low,2,4,big,high,no
vhigh,low,2,more,small,low,no
vhigh,low,2,more,small,med,no
vhigh,low,2,more,small,high,no
vhigh,low,2,more,med,low,no
vhigh,low,2,more,med,med,no
vhigh,low,2,more,med,high,no
vhigh,low,2,more,big,low,no
vhigh,low,2,more,big,med,no
vhigh,low,2,more,big,high,no
vhigh,low,3,2,small,low,no
vhigh,low,3,2,small,med,no
vhigh,low,3,2,small,high,no
vhigh,low,3,2,med,low,no
vhigh,low,3,2,med,med,no
vhigh,low,3,2,med,high,no
vhigh,low,3,2,big,low,no
vhigh,low,3,2,big,med,no
vhigh,low,3,2,big,high,no
vhigh,low,3,4,small,low,no
vhigh,low,3,4,small,med,no
vhigh,low,3,4,small,high,no
vhigh,low,3,4,med,low,no
vhigh,low,3,4,med,med,no
vhigh,low,3,4,med,high,no
vhigh,low,3,4,big,low,no
vhigh,low,3,4,big,med,no
vhigh,low,3,4,big,high,no
vhigh,low,3,more,small,low,no
vhigh,low,3,more,small,med,no
vhigh,low,3,more,small,high,no
vhigh,low,3,more,med,low,no
vhigh,low,3,more,med,med,no
vhigh,low,3,more,med,high,no
vhigh,low,3,more,big,low,no
vhigh,low,3,more,big,med,no
vhigh,low,3,more,big,high,no
vhigh,low,4,2,small,low,no
vhigh,low,4,2,small,med,no
vhigh,low,4,2,small,high,no
vhigh,low,4,2,med,low,no
vhigh,low,4,2,med,med,no
vhigh,low,4,2,med,high,no
vhigh,low,4,2,big,low,no
vhigh,low,4,2,big,med,no
vhigh,low,4,2,big,high,no
vhigh,low,4,4,small,low,no
vhigh,low,4,4,small,med,no
vhigh,low,4,4,small,high,no
vhigh,low,4,4,med,low,no
vhigh,low,4,4,med,med,no
vhigh,low,4,4,med,high,no
vhigh,low,4,4,big,low,no
vhigh,low,4,4,big,med,no
vhigh,low,4,4,big,high,no
vhigh,low,4,more,small,low,no
vhigh,low,4,more,small,med,no
vhigh,low,4,more,small,high,no
vhigh,low,4,more,med,low,no
vhigh,low,4,more,med,med,no
vhigh,low,4,more,med,high,no
vhigh,low,4,more,big,low,no
vhigh,low,4,more,big,med,no
vhigh,low,4,more,big,high,no
vhigh,low,5more,2,small,low,no
vhigh,low,5more,2,small,med,no
vhigh,low,5more,2,small,high,no
vhigh,low,5more,2,med,low,no
vhigh,low,5more,2,med,med,no
vhigh,low,5more,2,med,high,no
vhigh,low,5more,2,big,low,no
vhigh,low,5more,2,big,med,no
vhigh,low,5more,2,big,high,no
vhigh,low,5more,4,small,low,no
vhigh,low,5more,4,small,med,no
vhigh,low,5more,4,small,high,no
vhigh,low,5more,4,med,low,no
vhigh,low,5more,4,med,med,no
vhigh,low,5more,4,med,high,no
vhigh,low,5more,4,big,low,no
vhigh,low,5more,4,big,med,no
vhigh,low,5more,4,big,high,no
vhigh,low,5more,more,small,low,no
vhigh,low,5more,more,small,med,no
vhigh,low,5more,more,small,high,no
vhigh,low,5more,more,med,low,no
vhigh,low,5more,more,med,med,no
vhigh,low,5more,more,med,high,no
vhigh,low,5more,more,big,low,no
vhigh,low,5more,more,big,med,no
vhigh,low,5more,more,big,high,no
high,vhigh,2,2,small,low,no
high,vhigh,2,2,small,med,no
high,vhigh,2,2,small,high,no
high,vhigh,2,2,med,low,no
high,vhigh,2,2,med,med,no
high,vhigh,2,2,med,high,no
high,vhigh,2,2,big,low,no
high,vhigh,2,2,big,med,no
high,vhigh,2,2,big,high,no
high,vhigh,2,4,small,low,no
high,vhigh,2,4,small,med,no
high,vhigh,2,4,small,high,no
high,vhigh,2,4,med,low,no
high,vhigh,2,4,med,med,no
high,vhigh,2,4,med,high,no
high,vhigh,2,4,big,low,no
high,vhigh,2,4,big,med,no
high,vhigh,2,4,big,high,no
high,vhigh,2,more,small,low,no
high,vhigh,2,more,small,med,no
high,vhigh,2,more,small,high,no
high,vhigh,2,more,med,low,no
high,vhigh,2,more,med,med,no
high,vhigh,2,more,med,high,no
high,vhigh,2,more,big,low,no
high,vhigh,2,more,big,med,no
high,vhigh,2,more,big,high,no
high,vhigh,3,2,small,low,no
high,vhigh,3,2,small,med,no
high,vhigh,3,2,small,high,no
high,vhigh,3,2,med,low,no
high,vhigh,3,2,med,med,no
high,vhigh,3,2,med,high,no
high,vhigh,3,2,big,low,no
high,vhigh,3,2,big,med,no
high,vhigh,3,2,big,high,no
high,vhigh,3,4,small,low,no
high,vhigh,3,4,small,med,no
high,vhigh,3,4,small,high,no
high,vhigh,3,4,med,low,no
high,vhigh,3,4,med,med,no
high,vhigh,3,4,med,high,no
high,vhigh,3,4,big,low,no
high,vhigh,3,4,big,med,no
high,vhigh,3,4,big,high,no
high,vhigh,3,more,small,low,no
high,vhigh,3,more,small,med,no
high,vhigh,3,more,small,high,no
high,vhigh,3,more,med,low,no
high,vhigh,3,more,med,med,no
high,vhigh,3,more,med,high,no
high,vhigh,3,more,big,low,no
high,vhigh,3,more,big,med,no
high,vhigh,3,more,big,high,no
high,vhigh,4,2,small,low,no
high,vhigh,4,2,small,med,no
high,vhigh,4,2,small,high,no
high,vhigh,4,2,med,low,no
high,vhigh,4,2,med,med,no
high,vhigh,4,2,med,high,no
high,vhigh,4,2,big,low,no
high,vhigh,4,2,big,med,no
high,vhigh,4,2,big,high,no
high,vhigh,4,4,small,low,no
high,vhigh,4,4,small,med,no
high,vhigh,4,4,small,high,no
high,vhigh,4,4,med,low,no
high,vhigh,4,4,med,med,no
high,vhigh,4,4,med,high,no
high,vhigh,4,4,big,low,no
high,vhigh,4,4,big,med,no
high,vhigh,4,4,big,high,no
high,vhigh,4,more,small,low,no
high,vhigh,4,more,small,med,no
high,vhigh,4,more,small,high,no
high,vhigh,4,more,med,low,no
high,vhigh,4,more,med,med,no
high,vhigh,4,more,med,high,no
high,vhigh,4,more,big,low,no
high,vhigh,4,more,big,med,no
high,vhigh,4,more,big,high,no
high,vhigh,5more,2,small,low,no
high,vhigh,5more,2,small,med,no
high,vhigh,5more,2,small,high,no
high,vhigh,5more,2,med,low,no
high,vhigh,5more,2,med,med,no
high,vhigh,5more,2,med,high,no
high,vhigh,5more,2,big,low,no
high,vhigh,5more,2,big,med,no
high,vhigh,5more,2,big,high,no
high,vhigh,5more,4,small,low,no
high,vhigh,5more,4,small,med,no
high,vhigh,5more,4,small,high,no
high,vhigh,5more,4,med,low,no
high,vhigh,5more,4,med,med,no
high,vhigh,5more,4,med,high,no
high,vhigh,5more,4,big,low,no
high,vhigh,5more,4,big,med,no
high,vhigh,5more,4,big,high,no
high,vhigh,5more,more,small,low,no
high,vhigh,5more,more,small,med,no
high,vhigh,5more,more,small,high,no
high,vhigh,5more,more,med,low,no
high,vhigh,5more,more,med,med,no
high,vhigh,5more,more,med,high,no
high,vhigh,5more,more,big,low,no
high,vhigh,5more,more,big,med,no
high,vhigh,5more,more,big,high,no
high,high,2,2,small,low,no
high,high,2,2,small,med,no
high,high,2,2,small,high,no
high,high,2,2,med,low,no
high,high,2,2,med,med,no
high,high,2,2,med,high,no
high,high,2,2,big,low,no
high,high,2,2,big,med,no
high,high,2,2,big,high,no
high,high,2,4,small,low,no
high,high,2,4,small,med,no
high,high,2,4,small,high,no
high,high,2,4,med,low,no
high,high,2,4,med,med,no
high,high,2,4,med,high,no
high,high,2,4,big,low,no
high,high,2,4,big,med,no
high,high,2,4,big,high,no
high,high,2,more,small,low,no
high,high,2,more,small,med,no
high,high,2,more,small,high,no
high,high,2,more,med,low,no
high,high,2,more,med,med,no
high,high,2,more,med,high,no
high,high,2,more,big,low,no
high,high,2,more,big,med,no
high,high,2,more,big,high,no
high,high,3,2,small,low,no
high,high,3,2,small,med,no
high,high,3,2,small,high,no
high,high,3,2,med,low,no
high,high,3,2,med,med,no
high,high,3,2,med,high,no
high,high,3,2,big,low,no
high,high,3,2,big,med,no
high,high,3,2,big,high,no
high,high,3,4,small,low,no
high,high,3,4,small,med,no
high,high,3,4,small,high,no
high,high,3,4,med,low,no
high,high,3,4,med,med,no
high,high,3,4,med,high,no
high,high,3,4,big,low,no
high,high,3,4,big,med,no
high,high,3,4,big,high,no
high,high,3,more,small,low,no
high,high,3,more,small,med,no
high,high,3,more,small,high,no
high,high,3,more,med,low,no
high,high,3,more,med,med,no
high,high,3,more,med,high,no
high,high,3,more,big,low,no
high,high,3,more,big,med,no
high,high,3,more,big,high,no
high,high,4,2,small,low,no
high,high,4,2,small,med,no
high,high,4,2,small,high,no
high,high,4,2,med,low,no
high,high,4,2,med,med,no
high,high,4,2,med,high,no
high,high,4,2,big,low,no
high,high,4,2,big,med,no
high,high,4,2,big,high,no
high,high,4,4,small,low,no
high,high,4,4,small,med,no
high,high,4,4,small,high,no
high,high,4,4,med,low,no
high,high,4,4,med,med,no
high,high,4,4,med,high,no
high,high,4,4,big,low,no
high,high,4,4,big,med,no
high,high,4,4,big,high,no
high,high,4,more,small,low,no
high,high,4,more,small,med,no
high,high,4,more,small,high,no
high,high,4,more,med,low,no
high,high,4,more,med,med,no
high,high,4,more,med,high,no
high,high,4,more,big,low,no
high,high,4,more,big,med,no
high,high,4,more,big,high,no
high,high,5more,2,small,low,no
high,high,5more,2,small,med,no
high,high,5more,2,small,high,no
high,high,5more,2,med,low,no
high,high,5more,2,med,med,no
high,high,5more,2,med,high,no
high,high,5more,2,big,low,no
high,high,5more,2,big,med,no
high,high,5more,2,big,high,no
high,high,5more,4,small,low,no
high,high,5more,4,small,med,no
high,high,5more,4,small,high,no
high,high,5more,4,med,low,no
high,high,5more,4,med,med,no
high,high,5more,4,med,high,no
high,high,5more,4,big,low,no
high,high,5more,4,big,med,no
high,high,5more,4,big,high,no
high,high,5more,more,small,low,no
high,high,5more,more,small,med,no
high,high,5more,more,small,high,no
high,high,5more,more,med,low,no
high,high,5more,more,med,med,no
high,high,5more,more,med,high,no
high,high,5more,more,big,low,no
high,high,5more,more,big,med,no
high,high,5more,more,big,high,no
high,med,2,2,small,low,no
high,med,2,2,small,med,no
high,med,2,2,small,high,no
high,med,2,2,med,low,no
high,med,2,2,med,med,no
high,med,2,2,med,high,no
high,med,2,2,big,low,no
high,med,2,2,big,med,no
high,med,2,2,big,high,no
high,med,2,4,small,low,no
high,med,2,4,small,med,no
high,med,2,4,small,high,no
high,med,2,4,med,low,no
high,med,2,4,med,med,no
high,med,2,4,med,high,no
high,med,2,4,big,low,no
high,med,2,4,big,med,no
high,med,2,4,big,high,no
high,med,2,more,small,low,no
high,med,2,more,small,med,no
high,med,2,more,small,high,no
high,med,2,more,med,low,no
high,med,2,more,med,med,no
high,med,2,more,med,high,no
high,med,2,more,big,low,no
high,med,2,more,big,med,no
high,med,2,more,big,high,no
high,med,3,2,small,low,no
high,med,3,2,small,med,no
high,med,3,2,small,high,no
high,med,3,2,med,low,no
high,med,3,2,med,med,no
high,med,3,2,med,high,no
high,med,3,2,big,low,no
high,med,3,2,big,med,no
high,med,3,2,big,high,no
high,med,3,4,small,low,no
high,med,3,4,small,med,no
high,med,3,4,small,high,no
high,med,3,4,med,low,no
high,med,3,4,med,med,no
high,med,3,4,med,high,no
high,med,3,4,big,low,no
high,med,3,4,big,med,no
high,med,3,4,big,high,no
high,med,3,more,small,low,no
high,med,3,more,small,med,no
high,med,3,more,small,high,no
high,med,3,more,med,low,no
high,med,3,more,med,med,no
high,med,3,more,med,high,no
high,med,3,more,big,low,no
high,med,3,more,big,med,no
high,med,3,more,big,high,no
high,med,4,2,small,low,no
high,med,4,2,small,med,no
high,med,4,2,small,high,no
high,med,4,2,med,low,no
high,med,4,2,med,med,no
high,med,4,2,med,high,no
high,med,4,2,big,low,no
high,med,4,2,big,med,no
high,med,4,2,big,high,no
high,med,4,4,small,low,no
high,med,4,4,small,med,no
high,med,4,4,small,high,no
high,med,4,4,med,low,no
high,med,4,4,med,med,no
high,med,4,4,med,high,no
high,med,4,4,big,low,no
high,med,4,4,big,med,no
high,med,4,4,big,high,no
high,med,4,more,small,low,no
high,med,4,more,small,med,no
high,med,4,more,small,high,no
high,med,4,more,med,low,no
high,med,4,more,med,med,no
high,med,4,more,med,high,no
high,med,4,more,big,low,no
high,med,4,more,big,med,no
high,med,4,more,big,high,no
high,med,5more,2,small,low,no
high,med,5more,2,small,med,no
high,med,5more,2,small,high,no
high,med,5more,2,med,low,no
high,med,5more,2,med,med,no
high,med,5more,2,med,high,no
high,med,5more,2,big,low,no
high,med,5more,2,big,med,no
high,med,5more,2,big,high,no
high,med,5more,4,small,low,no
high,med,5more,4,small,med,no
high,med,5more,4,small,high,no
high,med,5more,4,med,low,no
high,med,5more,4,med,med,no
high,med,5more,4,med,high,no
high,med,5more,4,big,low,no
high,med,5more,4,big,med,no
high,med,5more,4,big,high,no
high,med,5more,more,small,low,no
high,med,5more,more,small,med,no
high,med,5more,more,small,high,no
high,med,5more,more,med,low,no
high,med,5more,more,med,med,no
high,med,5more,more,med,high,no
high,med,5more,more,big,low,no
high,med,5more,more,big,med,no
high,med,5more,more,big,high,no
high,low,2,2,small,low,no
high,low,2,2,small,med,no
high,low,2,2,small,high,no
high,low,2,2,med,low,no
high,low,2,2,med,med,no
high,low,2,2,med,high,no
high,low,2,2,big,low,no
high,low,2,2,big,med,no
high,low,2,2,big,high,no
high,low,2,4,small,low,no
high,low,2,4,small,med,no
high,low,2,4,small,high,no
high,low,2,4,med,low,no
high,low,2,4,med,med,no
high,low,2,4,med,high,no
high,low,2,4,big,low,no
high,low,2,4,big,med,no
high,low,2,4,big,high,no
high,low,2,more,small,low,no
high,low,2,more,small,med,no
high,low,2,more,small,high,no
high,low,2,more,med,low,no
high,low,2,more,med,med,no
high,low,2,more,med,high,no
high,low,2,more,big,low,no
high,low,2,more,big,med,no
high,low,2,more,big,high,no
high,low,3,2,small,low,no
high,low,3,2,small,med,no
high,low,3,2,small,high,no
high,low,3,2,med,low,no
high,low,3,2,med,med,no
high,low,3,2,med,high,no
high,low,3,2,big,low,no
high,low,3,2,big,med,no
high,low,3,2,big,high,no
high,low,3,4,small,low,no
high,low,3,4,small,med,no
high,low,3,4,small,high,no
high,low,3,4,med,low,no
high,low,3,4,med,med,no
high,low,3,4,med,high,no
high,low,3,4,big,low,no
high,low,3,4,big,med,no
high,low,3,4,big,high,no
high,low,3,more,small,low,no
high,low,3,more,small,med,no
high,low,3,more,small,high,no
high,low,3,more,med,low,no
high,low,3,more,med,med,no
high,low,3,more,med,high,no
high,low,3,more,big,low,no
high,low,3,more,big,med,no
high,low,3,more,big,high,no
high,low,4,2,small,low,no
high,low,4,2,small,med,no
high,low,4,2,small,high,no
high,low,4,2,med,low,no
high,low,4,2,med,med,no
high,low,4,2,med,high,no
high,low,4,2,big,low,no
high,low,4,2,big,med,no
high,low,4,2,big,high,no
high,low,4,4,small,low,no
high,low,4,4,small,med,no
high,low,4,4,small,high,no
high,low,4,4,med,low,no
high,low,4,4,med,med,no
high,low,4,4,med,high,no
high,low,4,4,big,low,no
high,low,4,4,big,med,no
high,low,4,4,big,high,no
high,low,4,more,small,low,no
high,low,4,more,small,med,no
high,low,4,more,small,high,no
high,low,4,more,med,low,no
high,low,4,more,med,med,no
high,low,4,more,med,high,no
high,low,4,more,big,low,no
high,low,4,more,big,med,no
high,low,4,more,big,high,no
high,low,5more,2,small,low,no
high,low,5more,2,small,med,no
high,low,5more,2,small,high,no
high,low,5more,2,med,low,no
high,low,5more,2,med,med,no
